character_id,character_name,rarity,birth_year,death_year,faction,season,age,stage,character_type,luck,courage,command,combat,intelligence,politics,charisma,skill_1,skill_2,bond,biography,description
char_san_1716,孙夏,common,150,184,黄巾,S1,34,peak,military,7.8,7.4,5.1,7,5.4,6.5,5.4,skill_1_1002,skill_2_1006,无,《三国志》,分支渠帅
char_san_1001,黄忠,legendary,147,220,通用,S1,37,peak,military,7.7,9.3,10,8,7,7,7.3,skill_1_4001,skill_2_4007,五虎,《黄忠传》,字汉升，南阳人。长沙都尉，初属刘表，后归刘备，定军山斩夏侯渊，迁后将军。
char_san_1002,赵云,legendary,158,229,通用,S1,26,peak,balanced,7.9,8.4,8.4,8.7,8.6,9.6,9.5,skill_1_4004,skill_2_4002,五虎;无双;白马,《赵云传》,一身是胆
char_san_1003,公孙瓒,epic,150,199,通用,S1,34,peak,balanced,7.5,7.3,8.9,7.8,7.7,7.1,8.6,skill_1_3003,skill_2_3005,白马,《公孙瓒传》,白马将军。字伯珪，辽西令支人。灵帝时为涿令，讨黄巾有功，迁骑都尉。
char_san_1004,李文侯,epic,145,186,通用,S1,39,peak,military,7.7,7.7,9.4,7.8,8.5,6.6,6.6,skill_1_3001,skill_2_3006,西凉军阀,《三国志》,湟中义从胡二号首领，184 年与北宫伯玉共同发起凉州叛乱，劫持边章、韩遂为名义领袖，掌叛乱军先锋战力，186 年联军内斗中被韩遂斩杀。
char_san_1005,边章,epic,143,186,通用,S1,41,peak,military,9.4,9.4,6.6,7.8,8,6.5,7.1,skill_1_3006,skill_2_3006,西凉军阀,《三国志》,凉州士族名士、前新安令，184 年被北宫伯玉、李文侯劫持，成为凉州叛乱的名义领袖，仅负责造势无实际兵权，186 年联军内斗中遭韩遂杀害。
char_san_1006,韩遂,epic,150,215,通用,S1,34,peak,military,7.4,8.5,8.5,9,7.5,6.1,7.1,skill_1_3006,skill_2_3002,西凉军阀,《三国志》,凉州知名士族，184 年被裹挟入凉州叛乱，186 年诛杀边章、北宫伯玉等人夺权，187 年与马腾结盟形成韩马联军成为凉州核心反汉势力，割据凉州三十余年，215 年败于曹魏后被部下所杀。
char_san_1007,马腾,epic,150,212,通用,S1,34,peak,military,9.4,8.6,8.3,6.5,8.6,6,6.9,skill_1_3006,skill_2_3003,西凉军阀,《三国志》,凉州军司马。字寿成，扶风茂陵人。马超之父，后为曹操所杀。
char_san_1008,刘虞,rare,150,193,通用,S1,34,peak,balanced,7.6,6.9,7.8,7.4,7.5,7.6,7.8,skill_1_2005,skill_2_2005,东汉十三州,《刘虞传》,幽州刺史
char_san_1009,王叡,rare,155,189,通用,S1,29,peak,balanced,7.8,8,7.5,8,7.6,6.8,6.9,skill_1_2001,skill_2_2002,东汉十三州,《王叡传》,荆州刺史
char_san_1010,臧旻,rare,145,189,通用,S1,39,peak,balanced,7.6,6.3,6.5,8.1,6.6,8.2,7.9,skill_1_2007,skill_2_2006,东汉十三州,《臧旻传》,扬州刺史
char_san_1011,郤俭,rare,150,188,通用,S1,34,peak,balanced,7.3,7.6,6.8,7.8,7,6.8,8.1,skill_1_2008,skill_2_2007,东汉十三州,《郤俭传》,益州刺史
char_san_1012,梁鹄,rare,155,225,通用,S1,29,peak,balanced,8.1,7.2,7.7,7.1,6.8,7,7.2,skill_1_2005,skill_2_2002,东汉十三州,《梁鹄传》,凉州刺史
char_san_1013,朱符,rare,160,193,通用,S1,24,early,balanced,7.7,8.1,7.2,6.9,6.9,8.2,7.5,skill_1_2006,skill_2_2002,东汉十三州,《朱符传》,交州刺史
char_san_1014,韩馥,rare,150,191,通用,S1,34,peak,balanced,7.3,7.4,8,7.8,7.3,8,7.6,skill_1_2006,skill_2_2007,东汉十三州,《韩馥传》,冀州州牧
char_san_1015,刘岱,rare,150,192,通用,S1,34,peak,balanced,8,6.8,7.2,7.9,7.6,8.4,7.6,skill_1_2005,skill_2_2004,东汉十三州,《刘岱传》,兖州州牧
char_san_1016,黄琬,rare,141,192,通用,S1,43,peak,balanced,7.8,7,6.9,7.5,7.6,6,7.3,skill_1_2004,skill_2_2008,东汉十三州,《黄琬传》,豫州州牧，治绩天下第一，清廉著称
char_san_1017,刘表,rare,142,208,通用,S1,42,peak,balanced,6.7,7.6,7.7,7.3,8,7.5,7,skill_1_2007,skill_2_2004,东汉十三州,《刘表传》,荆州州牧
char_san_1018,陈温,rare,155,193,通用,S1,29,peak,balanced,7.6,7.4,7,7.6,7.7,7.3,6.2,skill_1_2007,skill_2_2002,东汉十三州,《陈温传》,扬州州牧
char_san_1019,刘焉,rare,135,194,通用,S1,49,late,balanced,6.9,7.7,7.8,8.4,8,8.1,6.7,skill_1_2001,skill_2_2005,东汉十三州,《刘焉传》,益州州牧，建议 “废史立牧”。
char_san_1020,刘璋,rare,150,219,通用,S1,34,peak,balanced,8.1,6.9,6.5,7.6,6.8,7.1,8.2,skill_1_2008,skill_2_2001,东汉十三州,《刘璋传》,继任益州州牧，刘焉之子，后降刘备。
char_san_1021,来达,rare,150,184,通用,S1,34,peak,balanced,7.9,7.8,6.4,6.6,6.7,7.2,7.9,skill_1_2008,skill_2_2006,东汉十三州,《来达传》,交州州牧
char_san_1022,贾琮,rare,150,195,通用,S1,34,peak,balanced,6.5,7.3,6.7,7.2,8,7.7,7.9,skill_1_2004,skill_2_2001,东汉十三州,《贾琮传》,继任交州州牧
char_san_1023,郑玄,rare,127,200,通用,S1,57,late,strategist,8.4,6.7,5.8,7.5,5.8,8.3,8.4,skill_1_2004,skill_2_2006,东汉隐士,《三国志》,东汉顶级经学大师，无正式官职，隐居治学授徒，坚拒朝廷征辟，门徒数百千人。
char_san_1024,管宁,rare,158,241,通用,S1,26,peak,strategist,5.5,8.4,5.5,5.7,8.4,8.2,8.4,skill_1_2007,skill_2_2001,东汉隐士,《管宁传》,北海名门，经学大家，隐居治学授徒，拒绝州郡征辟，以孝义教化乡里
char_san_1025,邴原,rare,159,211,通用,S1,25,peak,strategist,6.4,7.5,6.5,5.4,7.5,8.4,8.4,skill_1_2008,skill_2_2007,东汉隐士,《三国志》,寒门名士，精通《春秋》，隐居治学，与管宁齐名，拒绝朝廷及地方征辟
char_san_1026,王烈,rare,151,218,通用,S1,33,peak,strategist,8.4,6.6,7.9,4.9,8.4,6.9,7.2,skill_1_2004,skill_2_2006,东汉隐士,《三国志》,北海名士，以经学、孝义著称，辞官隐居，拒绝一切官方征辟
char_san_1027,庞德公,rare,148,200,通用,S1,36,peak,strategist,8.4,5.5,5.7,8.4,7.5,6.2,7.5,skill_1_2008,skill_2_2003,东汉隐士,《三国志》,荆州隐士领袖，耕读为生，拒绝一切官方征辟，为荆州士林标杆
char_san_1028,司马徽,rare,147,208,通用,S1,37,peak,strategist,6.6,8.2,5.9,5.1,8.4,8.4,7.2,skill_1_2006,skill_2_2002,东汉隐士,《三国志》,号 “水镜先生”，颍川名士避乱南下，隐居授徒，精通经学、识人，谦厚不评人短长
char_san_1029,黄承彦,rare,145,200,通用,S1,39,peak,strategist,8.1,5.7,7.1,6.5,6.4,8.1,7.1,skill_1_2007,skill_2_2006,东汉隐士,《三国志》,荆州士族名士，隐居不仕，与庞德公、司马徽为至交，诸葛亮岳父
char_san_1030,崔钧,rare,150,200,通用,S1,34,peak,strategist,6.6,6.6,4.9,6,6.7,8.4,8.4,skill_1_2005,skill_2_2003,东汉隐士,《三国志》,博陵崔氏世家，不满宦官专权辞官，避黄巾之乱南下襄阳
char_san_1031,石韬,rare,160,200,通用,S1,24,early,strategist,8.4,5.7,7.7,5.5,7,8.4,5.6,skill_1_2008,skill_2_2003,东汉隐士,《三国志》,颍川名士，避黄巾之乱南下，隐居治学，与诸葛亮同窗交游
char_san_1032,孟建,rare,158,200,通用,S1,26,peak,strategist,6.1,5.3,6,7,8.4,8.4,8.4,skill_1_2006,skill_2_2007,东汉隐士,《三国志》,汝南名士，避黄巾之乱南下，隐居治学，与诸葛亮、石韬同窗
char_san_1033,周舒,rare,148,209,通用,S1,36,peak,strategist,6.7,4.9,5.1,8.4,7.9,8.4,8.2,skill_1_2005,skill_2_2001,东汉隐士,《三国志》,益州本土顶级经学大家，隐居治学，拒绝一切官方征辟
char_san_1034,董扶,rare,142,195,通用,S1,42,peak,strategist,6.8,5.6,5.4,7.8,8.4,8.4,6.5,skill_1_2003,skill_2_2001,东汉隐士,《三国志》,经学大家，曾为东汉侍中，不满宦官专权归蜀隐居，拒绝征辟
char_san_1035,任安,rare,140,202,通用,S1,44,peak,strategist,6.6,5.4,8.4,5.2,8.4,8.4,8.4,skill_1_2007,skill_2_2005,东汉隐士,《三国志》,益州本土隐士，经学大家，隐居授徒，拒绝一切官方征辟，与董扶齐名
char_san_1036,许劭,rare,150,195,通用,S1,34,peak,strategist,6.5,6.1,7.1,7.1,8.4,6.8,8.4,skill_1_2006,skill_2_2002,东汉隐士,《三国志》,汝南名士，无正式官职，坚拒官府一切征辟，主持 “月旦评” 为士林标杆
char_san_1037,袁闳,rare,137,184,通用,S1,47,late,strategist,8,6,5.8,6.1,7,8.3,6.8,skill_1_2008,skill_2_2002,东汉隐士,《三国志》,汝南袁氏世家（袁绍、袁术从弟），拒绝世家荫蔽，隐居躬耕，不涉宗族事务
char_san_1038,韩康,rare,126,200,通用,S1,58,late,strategist,8.4,7.9,4.9,5.5,8.4,6.5,8.4,skill_1_2006,skill_2_2003,东汉隐士,《三国志》,东汉著名隐士，精通医药，隐居采药卖药，坚守本心，拒绝一切朝廷征辟
char_san_1039,孔融,rare,153,208,通用,S1,31,peak,strategist,5.3,6.6,5.4,6.3,8.4,8.2,7.7,skill_1_2003,skill_2_2008,东汉俊秀,《孔融传》,孔子后人。字文举，鲁国人，孔子二十世孙。灵帝时辟司徒杨赐府。
char_san_1040,边让,rare,151,193,通用,S1,33,peak,strategist,6.7,8.2,6,5.5,8.4,6.5,8.2,skill_1_2006,skill_2_2003,东汉俊秀,《三国志》,陈留浚仪人，与孔融、陶丘洪并称 “俊秀”，时任大将军何进府令史（何进征辟）
char_san_1041,陶丘洪,rare,153,190,通用,S1,31,peak,strategist,8.2,6.2,7.1,5.7,7,6.3,7.5,skill_1_2005,skill_2_2004,东汉俊秀,《三国志》,与孔融、边让同列 “后进冠盖”
char_san_1042,张修,rare,140,191,通用,S1,44,peak,strategist,8.4,5,6.3,8.4,8.4,7.7,6.1,skill_1_2005,skill_2_2008,五斗米道,《三国志》,五斗米道首领，号 “五斗米师”
char_san_1043,张鲁,rare,160,216,通用,S1,24,early,strategist,5.6,5.7,5,8.4,7.7,8.4,8.4,skill_1_2006,skill_2_2003,五斗米道,《张鲁传》,汉中教主。字公祺，沛国丰人。继任五斗米道首领，割据汉中，后降曹操。
char_san_1044,士燮,common,137,226,通用,S1,47,late,military,7.9,5.4,6.6,7.9,4.5,5.9,7.9,skill_1_1006,skill_2_1005,无,《士燮传》,交趾太守
char_san_1045,秦颉,common,150,186,通用,S1,34,peak,military,7.5,6.8,5.6,7.9,4.9,6.9,6.5,skill_1_1001,skill_2_1001,无,《三国志》,南阳太守
char_san_1046,褚贡,common,150,184,通用,S1,34,peak,military,7.3,7.9,6.4,7,5.4,5.4,5.1,skill_1_1006,skill_2_1004,无,《三国志》,南阳太守
char_san_1047,陈登,common,167,201,通用,S1,17,early,military,5.6,7.9,7.5,7.9,5.8,6,4.9,skill_1_1005,skill_2_1005,无,《三国志》,东郡都尉
char_san_1048,贾龙,common,160,191,通用,S1,24,early,military,6.4,7.9,5.6,7.9,6.2,4.6,6.3,skill_1_1006,skill_2_1001,无,《三国志》,益州都尉
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,

